precision,recall
0.7421991084695394,1.0
0.7427509293680298,1.0
0.7433035714285714,1.0
0.7438570364854803,1.0
0.7444113263785395,1.0
0.7449664429530202,1.0
0.7455223880597015,1.0
0.7460791635548917,1.0
0.7466367713004485,1.0
0.7464472700074795,0.998998998998999
0.7470059880239521,0.998998998998999
0.7475655430711611,0.998998998998999
0.7481259370314842,0.998998998998999
0.7486871717929482,0.998998998998999
0.7484984984984985,0.997997997997998
0.749060856498873,0.997997997997998
0.749624060150376,0.997997997997998
0.7501881113619263,0.997997997997998
0.7507530120481928,0.997997997997998
0.7513187641296156,0.997997997997998
0.7518853695324283,0.997997997997998
0.7524528301886793,0.997997997997998
0.7530211480362538,0.997997997997998
0.7535903250188964,0.997997997997998
0.754160363086233,0.997997997997998
0.7547312641937926,0.997997997997998
0.7553030303030303,0.997997997997998
0.7558756633813495,0.997997997997998
0.7564491654021245,0.997997997997998
0.7570235383447228,0.997997997997998
0.7575987841945289,0.997997997997998
0.7581749049429658,0.997997997997998
0.758751902587519,0.997997997997998
0.7593297791317594,0.997997997997998
0.7599085365853658,0.997997997997998
0.7604881769641495,0.997997997997998
0.7610687022900763,0.997997997997998
0.7616501145912911,0.997997997997998
0.7622324159021406,0.997997997997998
0.7628156082631982,0.997997997997998
0.7633996937212864,0.997997997997998
0.7639846743295019,0.997997997997998
0.7645705521472392,0.997997997997998
0.7651573292402148,0.997997997997998
0.7657450076804916,0.997997997997998
0.7663335895465027,0.997997997997998
0.7669230769230769,0.997997997997998
0.7675134719014627,0.997997997997998
0.7681047765793528,0.997997997997998
0.7686969930609098,0.997997997997998
0.7692901234567902,0.997997997997998
0.7698841698841699,0.997997997997998
0.7704791344667697,0.997997997997998
0.7710750193348801,0.997997997997998
0.771671826625387,0.997997997997998
0.772269558481797,0.997997997997998
0.7728682170542636,0.997997997997998
0.7726920093095423,0.996996996996997
0.7732919254658385,0.996996996996997
0.7738927738927739,0.996996996996997
0.7744945567651633,0.996996996996997
0.7750972762645915,0.996996996996997
0.7757009345794392,0.996996996996997
0.7763055339049104,0.996996996996997
0.7761310452418096,0.995995995995996
0.7767369242779079,0.995995995995996
0.77734375,0.995995995995996
0.777951524628616,0.995995995995996
0.7785602503912363,0.995995995995996
0.7791699295223179,0.995995995995996
0.7797805642633229,0.995995995995996
0.7803921568627451,0.995995995995996
0.7810047095761381,0.995995995995996
0.781618224666143,0.995995995995996
0.7822327044025157,0.995995995995996
0.7828481510621558,0.995995995995996
0.7834645669291339,0.995995995995996
0.7840819542947203,0.995995995995996
0.7847003154574133,0.995995995995996
0.7853196527229677,0.995995995995996
0.7859399684044234,0.995995995995996
0.7865612648221344,0.995995995995996
0.7871835443037974,0.995995995995996
0.7878068091844814,0.995995995995996
0.7884310618066561,0.995995995995996
0.789056304520222,0.995995995995996
0.7896825396825397,0.995995995995996
0.7903097696584591,0.995995995995996
0.7901430842607313,0.994994994994995
0.7907716785998409,0.994994994994995
0.7914012738853503,0.994994994994995
0.7920318725099602,0.994994994994995
0.7918660287081339,0.993993993993994
0.7924980047885076,0.993993993993994
0.7931309904153354,0.993993993993994
0.7937649880095923,0.993993993993994
0.7944,0.993993993993994
0.7950360288230585,0.993993993993994
0.7956730769230769,0.993993993993994
0.7963111467522053,0.993993993993994
0.7969502407704655,0.993993993993994
0.7975903614457831,0.993993993993994
0.7982315112540193,0.993993993993994
0.7988736926790024,0.993993993993994
0.7995169082125604,0.993993993993994
0.8001611603545528,0.993993993993994
0.8008064516129032,0.993993993993994
0.8006456820016142,0.992992992992993
0.8012924071082391,0.992992992992993
